,Municipio,Tipo,Mortes,Taxa_mortalidade,Ano
570,Praia Grande,Pedestres,32,11.1,2013
571,Praia Grande,Ciclistas,8,2.8,2013
572,Praia Grande,Motociclistas,17,5.9,2013
573,Praia Grande,Ocupantes de automóvel,5,1.7,2013
574,Praia Grande,Outros,21,7.3,2013
575,Santos,Pedestres,33,7.7,2013
576,Santos,Ciclistas,2,0.5,2013
577,Santos,Motociclistas,16,3.7,2013
578,Santos,Ocupantes de automóvel,7,1.6,2013
579,Santos,Outros,19,4.4,2013
580,Sao Vicente,Pedestres,12,3.4,2013
581,Sao Vicente,Ciclistas,7,2.0,2013
582,Sao Vicente,Motociclistas,15,4.3,2013
583,Sao Vicente,Ocupantes de automóvel,0,0.0,2013
584,Sao Vicente,Outros,9,2.6,2013
585,Bertioga,Pedestres,0,0.0,2014
586,Bertioga,Ciclistas,0,0.0,2014
587,Bertioga,Motociclistas,0,0.0,2014
588,Bertioga,Ocupantes de automóvel,0,0.0,2014
589,Bertioga,Outros,21,37.9,2014
590,Cubatao,Pedestres,8,6.4,2014
591,Cubatao,Ciclistas,1,0.8,2014
592,Cubatao,Motociclistas,4,3.2,2014
593,Cubatao,Ocupantes de automóvel,1,0.8,2014
594,Cubatao,Outros,20,15.9,2014
595,Guaruja,Pedestres,7,2.3,2014
596,Guaruja,Ciclistas,1,0.3,2014
597,Guaruja,Motociclistas,5,1.6,2014
598,Guaruja,Ocupantes de automóvel,0,0.0,2014
599,Guaruja,Outros,34,11.0,2014
600,Itanhaem,Pedestres,16,16.9,2014
601,Itanhaem,Ciclistas,0,0.0,2014
602,Itanhaem,Motociclistas,3,3.2,2014
603,Itanhaem,Ocupantes de automóvel,2,2.1,2014
604,Itanhaem,Outros,6,6.3,2014
605,Mongagua,Pedestres,5,9.7,2014
606,Mongagua,Ciclistas,0,0.0,2014
607,Mongagua,Motociclistas,0,0.0,2014
608,Mongagua,Ocupantes de automóvel,2,3.9,2014
609,Mongagua,Outros,1,1.9,2014
610,Peruibe,Pedestres,2,3.1,2014
611,Peruibe,Ciclistas,0,0.0,2014
612,Peruibe,Motociclistas,2,3.1,2014
613,Peruibe,Ocupantes de automóvel,0,0.0,2014
614,Peruibe,Outros,1,1.6,2014
615,Praia Grande,Pedestres,16,5.4,2014
616,Praia Grande,Ciclistas,2,0.7,2014
617,Praia Grande,Motociclistas,9,3.1,2014
618,Praia Grande,Ocupantes de automóvel,0,0.0,2014
619,Praia Grande,Outros,22,7.5,2014
620,Santos,Pedestres,21,4.9,2014
621,Santos,Ciclistas,6,1.4,2014
622,Santos,Motociclistas,17,3.9,2014
623,Santos,Ocupantes de automóvel,9,2.1,2014
624,Santos,Outros,4,0.9,2014
625,Sao Vicente,Pedestres,19,5.4,2014
626,Sao Vicente,Ciclistas,2,0.6,2014
627,Sao Vicente,Motociclistas,11,3.1,2014
628,Sao Vicente,Ocupantes de automóvel,1,0.3,2014
629,Sao Vicente,Outros,11,3.1,2014
630,Bertioga,Pedestres,0,0.0,2015
631,Bertioga,Ciclistas,1,1.8,2015
632,Bertioga,Motociclistas,2,3.5,2015
633,Bertioga,Ocupantes de automóvel,0,0.0,2015
634,Bertioga,Outros,15,26.3,2015
635,Cubatao,Pedestres,6,4.7,2015
636,Cubatao,Ciclistas,2,1.6,2015
637,Cubatao,Motociclistas,7,5.5,2015
638,Cubatao,Ocupantes de automóvel,0,0.0,2015
639,Cubatao,Outros,2,1.6,2015
640,Guaruja,Pedestres,3,1.0,2015
641,Guaruja,Ciclistas,2,0.6,2015
642,Guaruja,Motociclistas,2,0.6,2015
643,Guaruja,Ocupantes de automóvel,0,0.0,2015
644,Guaruja,Outros,53,17.1,2015
645,Itanhaem,Pedestres,9,9.3,2015
646,Itanhaem,Ciclistas,0,0.0,2015
647,Itanhaem,Motociclistas,0,0.0,2015
648,Itanhaem,Ocupantes de automóvel,0,0.0,2015
649,Itanhaem,Outros,5,5.2,2015
650,Mongagua,Pedestres,3,5.7,2015
651,Mongagua,Ciclistas,0,0.0,2015
652,Mongagua,Motociclistas,3,5.7,2015
653,Mongagua,Ocupantes de automóvel,0,0.0,2015
654,Mongagua,Outros,3,5.7,2015
655,Peruibe,Pedestres,4,6.1,2015
656,Peruibe,Ciclistas,0,0.0,2015
657,Peruibe,Motociclistas,2,3.1,2015
658,Peruibe,Ocupantes de automóvel,0,0.0,2015
659,Peruibe,Outros,2,3.1,2015
660,Praia Grande,Pedestres,19,6.3,2015
661,Praia Grande,Ciclistas,5,1.7,2015
662,Praia Grande,Motociclistas,14,4.7,2015
663,Praia Grande,Ocupantes de automóvel,1,0.3,2015
664,Praia Grande,Outros,12,4.0,2015
665,Santos,Pedestres,21,4.9,2015
666,Santos,Ciclistas,7,1.6,2015
667,Santos,Motociclistas,14,3.2,2015
668,Santos,Ocupantes de automóvel,2,0.5,2015
669,Santos,Outros,12,2.8,2015
670,Sao Vicente,Pedestres,8,2.3,2015
671,Sao Vicente,Ciclistas,2,0.6,2015
672,Sao Vicente,Motociclistas,11,3.1,2015
673,Sao Vicente,Ocupantes de automóvel,4,1.1,2015
674,Sao Vicente,Outros,8,2.3,2015
675,Bertioga,Pedestres,0,0.0,2016
676,Bertioga,Ciclistas,0,0.0,2016
677,Bertioga,Motociclistas,0,0.0,2016
678,Bertioga,Ocupantes de automóvel,0,0.0,2016
679,Bertioga,Outros,33,56.3,2016
680,Cubatao,Pedestres,2,1.6,2016
681,Cubatao,Ciclistas,0,0.0,2016
682,Cubatao,Motociclistas,5,3.9,2016
683,Cubatao,Ocupantes de automóvel,3,2.3,2016
684,Cubatao,Outros,7,5.5,2016
685,Guaruja,Pedestres,2,0.6,2016
686,Guaruja,Ciclistas,3,1.0,2016
687,Guaruja,Motociclistas,4,1.3,2016
688,Guaruja,Ocupantes de automóvel,0,0.0,2016
689,Guaruja,Outros,47,15.0,2016
690,Itanhaem,Pedestres,9,9.2,2016
691,Itanhaem,Ciclistas,2,2.0,2016
692,Itanhaem,Motociclistas,0,0.0,2016
693,Itanhaem,Ocupantes de automóvel,1,1.0,2016
694,Itanhaem,Outros,6,6.1,2016
695,Mongagua,Pedestres,4,7.4,2016
696,Mongagua,Ciclistas,0,0.0,2016
697,Mongagua,Motociclistas,3,5.6,2016
698,Mongagua,Ocupantes de automóvel,1,1.9,2016
699,Mongagua,Outros,0,0.0,2016
700,Peruibe,Pedestres,2,3.0,2016
701,Peruibe,Ciclistas,0,0.0,2016
702,Peruibe,Motociclistas,0,0.0,2016
703,Peruibe,Ocupantes de automóvel,0,0.0,2016
704,Peruibe,Outros,3,4.5,2016
705,Praia Grande,Pedestres,10,3.3,2016
706,Praia Grande,Ciclistas,5,1.6,2016
707,Praia Grande,Motociclistas,9,2.9,2016
708,Praia Grande,Ocupantes de automóvel,1,0.3,2016
709,Praia Grande,Outros,16,5.2,2016
710,Santos,Pedestres,21,4.9,2016
711,Santos,Ciclistas,4,0.9,2016
712,Santos,Motociclistas,29,6.7,2016
713,Santos,Ocupantes de automóvel,10,2.3,2016
714,Santos,Outros,7,1.6,2016
715,Sao Vicente,Pedestres,12,3.4,2016
716,Sao Vicente,Ciclistas,5,1.4,2016
717,Sao Vicente,Motociclistas,16,4.5,2016
718,Sao Vicente,Ocupantes de automóvel,0,0.0,2016
719,Sao Vicente,Outros,5,1.4,2016
720,Bertioga,Pedestres,0,0.0,2017
721,Bertioga,Ciclistas,1,1.7,2017
722,Bertioga,Motociclistas,3,5.0,2017
723,Bertioga,Ocupantes de automóvel,0,0.0,2017
724,Bertioga,Outros,15,24.9,2017
725,Cubatao,Pedestres,4,3.1,2017
726,Cubatao,Ciclistas,0,0.0,2017
727,Cubatao,Motociclistas,4,3.1,2017
728,Cubatao,Ocupantes de automóvel,2,1.6,2017
729,Cubatao,Outros,2,1.6,2017
730,Guaruja,Pedestres,7,2.2,2017
731,Guaruja,Ciclistas,3,1.0,2017
732,Guaruja,Motociclistas,11,3.5,2017
733,Guaruja,Ocupantes de automóvel,1,0.3,2017
734,Guaruja,Outros,3,1.0,2017
735,Itanhaem,Pedestres,9,9.1,2017
736,Itanhaem,Ciclistas,1,1.0,2017
737,Itanhaem,Motociclistas,4,4.0,2017
738,Itanhaem,Ocupantes de automóvel,0,0.0,2017
739,Itanhaem,Outros,7,7.1,2017
740,Mongagua,Pedestres,3,5.5,2017
741,Mongagua,Ciclistas,0,0.0,2017
742,Mongagua,Motociclistas,0,0.0,2017
743,Mongagua,Ocupantes de automóvel,1,1.8,2017
744,Mongagua,Outros,0,0.0,2017
745,Peruibe,Pedestres,1,1.5,2017
746,Peruibe,Ciclistas,1,1.5,2017
747,Peruibe,Motociclistas,1,1.5,2017
748,Peruibe,Ocupantes de automóvel,1,1.5,2017
749,Peruibe,Outros,3,4.5,2017
750,Praia Grande,Pedestres,15,4.8,2017
751,Praia Grande,Ciclistas,8,2.6,2017
752,Praia Grande,Motociclistas,18,5.7,2017
753,Praia Grande,Ocupantes de automóvel,2,0.6,2017
754,Praia Grande,Outros,10,3.2,2017
755,Santos,Pedestres,20,4.6,2017
756,Santos,Ciclistas,3,0.7,2017
757,Santos,Motociclistas,16,3.7,2017
758,Santos,Ocupantes de automóvel,5,1.2,2017
759,Santos,Outros,7,1.6,2017
760,Sao Vicente,Pedestres,6,1.7,2017
761,Sao Vicente,Ciclistas,0,0.0,2017
762,Sao Vicente,Motociclistas,8,2.2,2017
763,Sao Vicente,Ocupantes de automóvel,0,0.0,2017
764,Sao Vicente,Outros,9,2.5,2017
765,Bertioga,Pedestres,2,3.2,2018
766,Bertioga,Ciclistas,0,0.0,2018
767,Bertioga,Motociclistas,1,1.6,2018
768,Bertioga,Ocupantes de automóvel,0,0.0,2018
769,Bertioga,Outros,7,11.3,2018
770,Cubatao,Pedestres,13,10.0,2018
771,Cubatao,Ciclistas,1,0.8,2018
772,Cubatao,Motociclistas,5,3.9,2018
773,Cubatao,Ocupantes de automóvel,4,3.1,2018
774,Cubatao,Outros,7,5.4,2018
775,Guaruja,Pedestres,6,1.9,2018
776,Guaruja,Ciclistas,3,0.9,2018
777,Guaruja,Motociclistas,10,3.1,2018
778,Guaruja,Ocupantes de automóvel,2,0.6,2018
779,Guaruja,Outros,8,2.5,2018
780,Itanhaem,Pedestres,11,10.9,2018
781,Itanhaem,Ciclistas,2,2.0,2018
782,Itanhaem,Motociclistas,3,3.0,2018
783,Itanhaem,Ocupantes de automóvel,1,1.0,2018
784,Itanhaem,Outros,0,0.0,2018
785,Mongagua,Pedestres,2,3.6,2018
786,Mongagua,Ciclistas,1,1.8,2018
787,Mongagua,Motociclistas,2,3.6,2018
788,Mongagua,Ocupantes de automóvel,0,0.0,2018
789,Mongagua,Outros,0,0.0,2018
790,Peruibe,Pedestres,1,1.5,2018
791,Peruibe,Ciclistas,0,0.0,2018
792,Peruibe,Motociclistas,4,5.9,2018
793,Peruibe,Ocupantes de automóvel,7,10.4,2018
794,Peruibe,Outros,0,0.0,2018
795,Praia Grande,Pedestres,21,6.6,2018
796,Praia Grande,Ciclistas,7,2.2,2018
797,Praia Grande,Motociclistas,24,7.5,2018
798,Praia Grande,Ocupantes de automóvel,2,0.6,2018
799,Praia Grande,Outros,5,1.6,2018
800,Santos,Pedestres,17,3.9,2018
801,Santos,Ciclistas,2,0.5,2018
802,Santos,Motociclistas,13,3.0,2018
803,Santos,Ocupantes de automóvel,11,2.5,2018
804,Santos,Outros,2,0.5,2018
805,Sao Vicente,Pedestres,13,3.6,2018
806,Sao Vicente,Ciclistas,3,0.8,2018
807,Sao Vicente,Motociclistas,13,3.6,2018
808,Sao Vicente,Ocupantes de automóvel,4,1.1,2018
809,Sao Vicente,Outros,3,0.8,2018
810,Bertioga,Pedestres,3,4.7,2019
811,Bertioga,Ciclistas,1,1.6,2019
812,Bertioga,Motociclistas,2,3.2,2019
813,Bertioga,Ocupantes de automóvel,1,1.6,2019
814,Bertioga,Outros,4,6.3,2019
815,Cubatao,Pedestres,8,6.1,2019
816,Cubatao,Ciclistas,3,2.3,2019
817,Cubatao,Motociclistas,6,4.6,2019
818,Cubatao,Ocupantes de automóvel,2,1.5,2019
819,Cubatao,Outros,6,4.6,2019
820,Guaruja,Pedestres,10,3.1,2019
821,Guaruja,Ciclistas,5,1.6,2019
822,Guaruja,Motociclistas,13,4.1,2019
823,Guaruja,Ocupantes de automóvel,6,1.9,2019
824,Guaruja,Outros,10,3.1,2019
825,Itanhaem,Pedestres,10,9.8,2019
826,Itanhaem,Ciclistas,0,0.0,2019
827,Itanhaem,Motociclistas,3,2.9,2019
828,Itanhaem,Ocupantes de automóvel,2,2.0,2019
829,Itanhaem,Outros,4,3.9,2019
830,Mongagua,Pedestres,3,5.3,2019
831,Mongagua,Ciclistas,0,0.0,2019
832,Mongagua,Motociclistas,0,0.0,2019
833,Mongagua,Ocupantes de automóvel,1,1.8,2019
834,Mongagua,Outros,2,3.5,2019
835,Peruibe,Pedestres,2,2.9,2019
836,Peruibe,Ciclistas,1,1.5,2019
837,Peruibe,Motociclistas,3,4.4,2019
838,Peruibe,Ocupantes de automóvel,2,2.9,2019
839,Peruibe,Outros,1,1.5,2019
840,Praia Grande,Pedestres,18,5.5,2019
841,Praia Grande,Ciclistas,7,2.2,2019
842,Praia Grande,Motociclistas,10,3.1,2019
843,Praia Grande,Ocupantes de automóvel,5,1.5,2019
844,Praia Grande,Outros,6,1.8,2019
845,Santos,Pedestres,9,2.1,2019
846,Santos,Ciclistas,5,1.2,2019
847,Santos,Motociclistas,11,2.5,2019
848,Santos,Ocupantes de automóvel,4,0.9,2019
849,Santos,Outros,15,3.5,2019
850,Sao Vicente,Pedestres,9,2.5,2019
851,Sao Vicente,Ciclistas,10,2.7,2019
852,Sao Vicente,Motociclistas,17,4.6,2019
853,Sao Vicente,Ocupantes de automóvel,0,0.0,2019
854,Sao Vicente,Outros,4,1.1,2019
855,Bertioga,Pedestres,2,3.1,2020
856,Bertioga,Ciclistas,2,3.1,2020
857,Bertioga,Motociclistas,3,4.6,2020
858,Bertioga,Ocupantes de automóvel,7,10.8,2020
859,Bertioga,Outros,5,7.7,2020
860,Cubatao,Pedestres,10,7.6,2020
861,Cubatao,Ciclistas,4,3.0,2020
862,Cubatao,Motociclistas,7,5.3,2020
863,Cubatao,Ocupantes de automóvel,4,3.0,2020
864,Cubatao,Outros,4,3.0,2020
865,Guaruja,Pedestres,4,1.2,2020
866,Guaruja,Ciclistas,2,0.6,2020
867,Guaruja,Motociclistas,16,5.0,2020
868,Guaruja,Ocupantes de automóvel,2,0.6,2020
869,Guaruja,Outros,4,1.2,2020
870,Itanhaem,Pedestres,8,7.8,2020
871,Itanhaem,Ciclistas,5,4.8,2020
872,Itanhaem,Motociclistas,4,3.9,2020
873,Itanhaem,Ocupantes de automóvel,1,1.0,2020
874,Itanhaem,Outros,2,1.9,2020
875,Mongagua,Pedestres,2,3.5,2020
876,Mongagua,Ciclistas,1,1.7,2020
877,Mongagua,Motociclistas,2,3.5,2020
878,Mongagua,Ocupantes de automóvel,0,0.0,2020
879,Mongagua,Outros,0,0.0,2020
880,Peruibe,Pedestres,4,5.8,2020
881,Peruibe,Ciclistas,1,1.4,2020
882,Peruibe,Motociclistas,3,4.3,2020
883,Peruibe,Ocupantes de automóvel,6,8.7,2020
884,Peruibe,Outros,0,0.0,2020
885,Praia Grande,Pedestres,21,6.3,2020
886,Praia Grande,Ciclistas,8,2.4,2020
887,Praia Grande,Motociclistas,26,7.9,2020
888,Praia Grande,Ocupantes de automóvel,1,0.3,2020
889,Praia Grande,Outros,4,1.2,2020
890,Santos,Pedestres,11,2.5,2020
891,Santos,Ciclistas,4,0.9,2020
892,Santos,Motociclistas,22,5.1,2020
893,Santos,Ocupantes de automóvel,5,1.2,2020
894,Santos,Outros,8,1.8,2020
895,Sao Vicente,Pedestres,16,4.3,2020
896,Sao Vicente,Ciclistas,3,0.8,2020
897,Sao Vicente,Motociclistas,18,4.9,2020
898,Sao Vicente,Ocupantes de automóvel,2,0.5,2020
899,Sao Vicente,Outros,1,0.3,2020
